epoch,density_map_output_loss,density_map_output_mean_absolute_error_count,loss,point_map_output_localized_counting_error,point_map_output_loss,val_density_map_output_loss,val_density_map_output_mean_absolute_error_count,val_loss,val_point_map_output_localized_counting_error,val_point_map_output_loss
30,0.003354510758072138,169.3939666748047,0.29522261023521423,171.0313720703125,0.29186806082725525,0.003590263891965151,87.46056365966797,0.299956351518631,183.93032836914062,0.29636603593826294
31,0.003444035304710269,180.81764221191406,0.29697418212890625,175.6671142578125,0.29353007674217224,0.004093777388334274,150.5003662109375,0.3078073263168335,102.52049255371094,0.30371367931365967
32,0.0032656455878168344,166.70791625976562,0.2927081286907196,171.79672241210938,0.2894425690174103,0.003094759536907077,98.13578033447266,0.29707545042037964,165.08197021484375,0.2939808666706085
33,0.00354886706918478,182.529052734375,0.3028542399406433,190.43519592285156,0.2993054687976837,0.0033347124699503183,239.58770751953125,0.29891446232795715,219.34426879882812,0.29557982087135315
34,0.003316712100058794,167.78359985351562,0.2931582033634186,172.5006866455078,0.2898412346839905,0.003214367665350437,156.353515625,0.30001285672187805,233.90573120117188,0.29679858684539795
35,0.0032417725306004286,153.6683349609375,0.2902475595474243,166.59072875976562,0.2870059907436371,0.0030357695650309324,74.00924682617188,0.2947514057159424,156.3975372314453,0.291715532541275
36,0.003206607885658741,150.70790100097656,0.29018741846084595,169.2169189453125,0.28698083758354187,0.0034943202044814825,278.57940673828125,0.3052557706832886,85.6557388305664,0.30176153779029846
37,0.0031880433671176434,144.39944458007812,0.2881709635257721,170.81446838378906,0.28498318791389465,0.0031628161668777466,169.73886108398438,0.3014492690563202,127.31147766113281,0.298286497592926
38,0.0031621139496564865,143.57077026367188,0.2883172035217285,166.5457000732422,0.2851550877094269,0.004212384112179279,128.88485717773438,0.3379264175891876,160.5737762451172,0.33371400833129883
39,0.0031696457881480455,146.7784881591797,0.28841251134872437,173.23191833496094,0.28524285554885864,0.0031445706263184547,169.72537231445312,0.3016946017742157,153.95492553710938,0.2985500991344452
40,0.003070264356210828,141.79281616210938,0.2860145568847656,172.48158264160156,0.2829444408416748,0.0030425346922129393,209.7728271484375,0.2952379882335663,111.3155746459961,0.29219546914100647
41,0.0031871814280748367,148.73904418945312,0.2867850065231323,175.72987365722656,0.2835977077484131,0.0031014555133879185,76.75995635986328,0.29773738980293274,268.7131042480469,0.29463595151901245
42,0.003144585294649005,138.79095458984375,0.2865087389945984,179.7257843017578,0.2833641767501831,0.002956369426101446,98.9422607421875,0.29489660263061523,109.6844253540039,0.2919400930404663
43,0.0030053937807679176,128.4122772216797,0.28301167488098145,177.09413146972656,0.280006468296051,0.003939337562769651,113.59398651123047,0.29397761821746826,182.0901641845703,0.29003825783729553
44,0.003037167713046074,132.65151977539062,0.2823166847229004,173.27557373046875,0.2792799770832062,0.0030186569783836603,138.2496795654297,0.29577454924583435,260.09014892578125,0.2927561402320862
45,0.0030515454709529877,128.0495147705078,0.28259316086769104,182.30422973632812,0.2795417904853821,0.0029008393175899982,64.97352600097656,0.29322102665901184,98.71721649169922,0.29032033681869507
46,0.0030924067832529545,130.87969970703125,0.2858123481273651,189.3724365234375,0.28271999955177307,0.002977159107103944,86.08271789550781,0.2965872883796692,243.6188507080078,0.293610155582428
47,0.002995505230501294,131.54734802246094,0.28057628870010376,183.21009826660156,0.27758070826530457,0.0030117526184767485,148.5408172607422,0.29866573214530945,86.31967163085938,0.2956540584564209
48,0.0029474396724253893,120.19346618652344,0.27907851338386536,183.88131713867188,0.27613094449043274,0.002886425005272031,145.888427734375,0.2919173240661621,180.11476135253906,0.2890309691429138
49,0.0030536118429154158,134.5258331298828,0.2819826304912567,190.3069610595703,0.2789291739463806,0.00299368635751307,74.31344604492188,0.2914086878299713,259.61065673828125,0.2884150445461273
